,albid,artid,category,pid,prev_albid,prev_artid,prev_traid,prev_year,traid,userid,year
1099140,826,27,0,113,825,386,1000,47,1001,86,0
1558554,827,531,0,113,826,27,1001,0,1002,86,15
2017968,213,95,0,113,827,531,1002,15,1003,86,16
2477382,96,81,0,113,213,95,1003,16,370,86,16
268013,306,128,0,113,96,81,370,16,337,86,26
342353,828,532,0,113,306,128,337,26,1004,86,15
396491,829,532,0,113,828,532,1004,15,1005,86,24
429171,0,0,0,113,829,532,1005,24,0,86,0
888585,208,16,0,113,0,0,0,0,295,86,24
69250,830,533,0,114,3452,1710,5072,58,1006,87,26
528664,831,534,0,114,830,533,1006,26,1007,87,1
988078,0,0,0,114,831,534,1007,1,0,87,0
164272,832,535,0,114,0,0,0,0,1008,87,38
253183,790,512,0,114,832,535,1008,38,954,87,38
329960,833,536,0,114,790,512,954,38,1009,87,58
387701,834,381,0,114,833,536,1009,58,1010,87,31
847115,835,408,0,114,834,381,1010,31,1011,87,58
24514,836,382,0,115,3452,1710,5072,58,1012,88,38
121208,66,56,0,115,836,382,1012,38,68,88,11
580622,0,0,0,115,66,56,68,11,0,88,0
1040036,822,59,0,115,0,0,0,0,996,88,12
213357,25,19,0,115,822,59,996,12,723,88,12
672771,44,37,0,115,25,19,723,12,44,88,9
296629,210,171,0,115,44,37,44,9,233,88,24
756043,837,537,0,115,210,171,233,24,1013,88,36
70177,838,275,0,116,3452,1710,5072,58,1014,89,45
529591,53,43,0,116,838,275,1014,45,357,89,7
989005,213,95,0,116,53,43,357,7,237,89,13
165161,221,174,0,116,213,95,237,13,245,89,35
624575,0,0,0,116,221,174,245,35,0,89,0
1083989,53,43,0,116,0,0,0,0,1015,89,12
1543403,839,538,0,116,53,43,1015,12,1016,89,21
2002817,840,539,0,116,839,538,1016,21,1017,89,58
2462231,692,281,0,116,840,539,1017,58,1018,89,16
2921645,63,53,0,116,692,281,1018,16,263,89,7
3381059,163,72,0,116,63,53,263,7,1019,89,12
3840473,537,53,0,116,163,72,1019,12,628,89,38
89651,841,540,0,117,3452,1710,5072,58,1020,90,13
549065,59,49,0,117,841,540,1020,13,1021,90,28
183913,842,280,0,117,59,49,1021,28,1022,90,24
271332,0,0,0,117,842,280,1022,24,0,90,0
730746,843,541,0,117,0,0,0,0,1023,90,20
1190160,844,542,0,117,843,541,1023,20,1024,90,15
1649574,845,540,0,117,844,542,1024,15,1025,90,7
28226,846,473,4,118,3452,1710,5072,58,1026,91,26
124782,847,543,4,118,846,473,1026,26,1027,91,19
216636,848,544,4,118,847,543,1027,19,1028,91,58
676050,105,86,4,118,848,544,1028,58,1029,91,7
299414,187,151,4,118,105,86,1029,7,1030,91,15
366054,0,0,4,118,187,151,1030,15,0,91,0
825468,849,545,4,118,0,0,0,0,1031,91,12
50691,207,169,0,119,3452,1710,5072,58,228,92,15
146414,850,546,0,119,207,169,228,15,1032,92,21
236665,851,547,0,119,850,546,1032,21,1033,92,30
316130,98,2,0,119,851,547,1033,30,102,92,21
775544,852,512,0,119,98,2,102,21,1034,92,38
377891,853,548,0,119,852,512,1034,38,1035,92,12
837305,854,459,0,119,853,548,1035,12,1036,92,15
1296719,165,76,0,119,854,459,1036,15,187,92,24
418341,187,151,0,119,165,76,187,24,1037,92,15
877755,855,490,0,119,187,151,1037,15,1038,92,30
1337169,545,382,0,119,855,490,1038,30,1039,92,38
440513,0,0,0,119,545,382,1039,38,0,92,0
31420,856,450,0,120,3452,1710,5072,58,1040,93,16
127875,857,114,0,120,856,450,1040,16,1041,93,38
587289,858,549,0,120,857,114,1041,38,1042,93,15
1046703,0,0,0,120,858,549,1042,15,0,93,0
1506117,94,79,0,120,0,0,0,0,98,93,24
219495,859,78,0,120,94,79,98,24,1043,93,58
301803,860,114,0,120,859,78,1043,58,1044,93,38
761217,861,396,0,120,860,114,1044,38,1045,93,36
1220631,163,72,0,120,861,396,1045,36,455,93,12
1680045,862,550,0,120,163,72,455,12,1046,93,15
2139459,157,76,0,120,862,550,1046,15,911,93,16
2598873,144,118,0,120,157,76,911,16,1047,93,58
3058287,93,78,0,120,144,118,1047,58,97,93,24
3517701,627,72,0,120,93,78,97,24,1048,93,36
3977115,862,550,0,120,627,72,1048,36,1049,93,15
367755,90,76,0,120,862,550,1049,15,182,93,24
827169,860,114,0,120,90,76,182,24,1050,93,38
64482,0,0,0,121,3452,1710,5072,58,0,94,0
159688,863,551,0,121,0,0,0,0,1051,94,7
619102,816,511,0,121,863,551,1051,7,1052,94,58
1078516,864,552,0,121,816,511,1052,58,1053,94,58
248947,865,553,0,121,864,552,1053,58,1054,94,16
708361,866,554,0,121,865,553,1054,16,1055,94,24
326416,867,555,0,121,866,554,1055,24,1056,94,58
785830,868,523,0,121,867,555,1056,58,1057,94,58
27439,0,0,0,122,3452,1710,5072,58,0,95,0
124026,869,556,0,122,0,0,0,0,1058,95,58
215950,703,464,0,122,869,556,1058,58,1059,95,18
675364,870,155,0,122,703,464,1059,18,1060,95,12
298820,871,557,0,122,870,155,1060,12,1061,95,24
758234,872,205,0,122,871,557,1061,24,1062,95,58
365636,873,262,0,122,872,205,1062,58,1063,95,36
825050,874,558,0,122,873,262,1063,36,1064,95,25
411106,875,559,0,122,874,558,1064,25,1065,95,11
57003,208,16,2,123,3452,1710,5072,58,229,96,33
516417,0,0,2,123,208,16,229,33,0,96,0
152497,526,98,2,123,0,0,0,0,1066,96,24
611911,876,19,2,123,526,98,1066,24,1067,96,15
1071325,63,53,2,123,876,19,1067,15,65,96,7
1530739,44,37,2,123,63,53,65,7,44,96,9
242309,723,124,2,123,44,37,44,9,866,96,58
701723,110,53,2,123,723,124,866,58,116,96,7
320844,423,307,2,123,110,53,116,7,1068,96,38
780258,824,79,2,123,423,307,1068,38,1069,96,24
72833,877,141,0,124,3452,1710,5072,58,1070,97,50
532247,531,0,0,124,877,141,1070,50,605,97,34
991661,878,560,0,124,531,0,605,34,1071,97,30
1451075,0,0,0,124,878,560,1071,30,0,97,0
1910489,842,280,0,124,0,0,0,0,1022,97,24
167717,531,0,0,124,842,280,1022,24,605,97,34
256387,879,141,0,124,531,0,605,34,1072,97,58
715801,879,141,0,124,879,141,1072,58,1073,97,58
332627,878,560,0,124,879,141,1073,58,1074,97,24
792041,880,560,0,124,878,560,1074,24,1075,97,16
1251455,881,540,0,124,880,560,1075,16,1076,97,38
11925,209,170,0,125,3452,1710,5072,58,230,76,12
471339,882,401,0,125,209,170,230,12,1077,76,24
109060,0,0,0,125,882,401,1077,24,0,76,0
72302,702,85,0,126,3452,1710,5072,58,1078,98,38
531716,883,1,0,126,702,85,1078,38,1079,98,58
991130,0,0,0,126,883,1,1079,58,0,98,0
1450544,884,561,0,126,0,0,0,0,1080,98,38
1909958,855,490,0,126,884,561,1080,38,1038,98,30
2369372,885,459,0,126,855,490,1038,30,1081,98,38
2828786,842,280,0,126,885,459,1081,38,1022,98,24
167207,886,562,0,126,842,280,1022,24,1082,98,30
626621,887,563,0,126,886,562,1082,30,1083,98,38
255911,340,258,0,126,887,563,1083,38,1084,98,35
715325,888,564,0,126,340,258,1084,35,1085,98,30
39934,889,565,0,127,3452,1710,5072,58,1086,99,18
499348,890,339,0,127,889,565,1086,18,1087,99,0
136048,891,566,0,127,890,339,1087,0,1088,99,13
595462,892,13,0,127,891,566,1088,13,1089,99,5
1054876,442,10,0,127,892,13,1089,5,1090,99,24
227038,893,567,0,127,442,10,1090,24,1091,99,4
308112,894,56,0,127,893,567,1091,4,1092,99,13
767526,895,568,0,127,894,56,1092,13,1093,99,6
372199,0,0,0,127,895,568,1093,6,0,99,0
26461,587,398,0,128,3452,1710,5072,58,1094,100,11
123094,896,569,0,128,587,398,1094,11,1095,100,11
215094,897,570,0,128,896,569,1095,11,1096,100,30
674508,898,571,0,128,897,570,1096,30,1097,100,58
1133922,0,0,0,128,898,571,1097,58,0,100,0
76475,793,170,2,129,3452,1710,5072,58,959,101,38
171224,546,81,2,129,793,170,959,38,649,101,7
630638,899,174,2,129,546,81,649,7,1098,101,13
1090052,430,313,2,129,899,174,1098,13,1099,101,16
1549466,0,0,2,129,430,313,1099,16,0,101,0
2008880,320,249,2,129,0,0,0,0,1100,101,12
259619,85,71,2,129,320,249,1100,12,87,101,24
335315,900,53,2,129,85,71,87,24,1101,101,12
391491,382,281,2,129,900,53,1101,12,1102,101,24
426276,901,572,2,129,382,281,1102,24,1103,101,16
69096,902,59,0,130,3452,1710,5072,58,1104,102,58
528510,63,53,0,130,902,59,1104,58,65,102,7
987924,0,0,0,130,63,53,65,7,0,102,0
164126,342,22,0,130,0,0,0,0,1105,102,15
253047,63,53,0,130,342,22,1105,15,1106,102,38
329845,903,146,0,130,63,53,1106,38,1107,102,58
387623,904,320,0,130,903,146,1107,58,1108,102,58
424047,905,573,0,130,904,320,1108,58,1109,102,16
443314,0,0,0,130,905,573,1109,16,612,102,2
30382,0,0,8,131,3452,1710,5072,58,500,103,3
489796,530,0,8,131,0,0,500,3,1110,103,26
949210,529,0,8,131,530,0,1110,26,1111,103,21
1408624,532,0,8,131,529,0,1111,21,1112,103,58
1868038,0,0,8,131,532,0,1112,58,601,103,3
2327452,531,0,8,131,0,0,601,3,605,103,34
2786866,4,0,8,131,531,0,605,34,4,103,0
3246280,0,0,8,131,4,0,4,0,612,103,2
3705694,529,0,8,131,0,0,612,2,1113,103,21
4165108,4,0,8,131,529,0,1113,21,621,103,0
126862,0,0,8,131,4,0,621,0,639,103,2
586276,529,0,8,131,0,0,639,2,1114,103,21
1045690,529,0,8,131,529,0,1114,21,608,103,21
218541,533,0,8,131,529,0,608,21,615,103,2
300996,0,0,8,131,533,0,615,2,0,103,0
367159,6,0,8,131,0,0,0,0,6,103,3
826573,0,0,8,131,6,0,6,3,635,103,26
1285987,530,0,8,131,0,0,635,26,610,103,26
1745401,530,0,8,131,530,0,610,26,1115,103,26
2204815,529,0,8,131,530,0,1115,26,603,103,21
56521,90,76,9,132,3452,1710,5072,58,182,104,24
152028,577,396,9,132,90,76,182,24,1116,104,38
611442,0,0,9,132,577,396,1116,38,0,104,0
241881,677,53,9,132,0,0,0,0,811,104,9
701295,906,98,9,132,677,53,811,9,1117,104,15
1160709,330,11,9,132,906,98,1117,15,368,104,5
320497,907,170,9,132,330,11,368,5,1118,104,9
37766,908,574,0,133,3452,1710,5072,58,1119,105,38
133960,909,575,0,133,908,574,1119,38,1120,105,30
225118,910,474,0,133,909,575,1120,30,1121,105,41
684532,674,449,0,133,910,474,1121,41,1122,105,30
306514,603,408,0,133,674,449,1122,30,717,105,13
371096,911,576,0,133,603,408,717,13,1123,105,36
830510,912,577,0,133,911,576,1123,36,1124,105,38
1289924,0,0,0,133,912,577,1124,38,0,105,0
1749338,913,578,0,133,0,0,0,0,1125,105,58
2208752,914,579,0,133,913,578,1125,58,1126,105,58
17459,741,488,0,134,3452,1710,5072,58,888,106,23
476873,86,72,0,134,741,488,888,23,153,106,15
114398,0,0,0,134,86,72,153,15,0,106,0
207078,915,580,0,134,0,0,0,0,1127,106,58
291392,545,382,0,134,915,580,1127,58,648,106,38
360321,916,409,0,134,545,382,648,38,1128,106,30
408023,917,97,0,134,916,409,1128,30,1129,106,38
435425,851,547,0,134,917,97,1129,38,1130,106,30
894839,918,109,0,134,851,547,1130,30,1131,106,7
448798,919,581,0,134,918,109,1131,7,1132,106,58
15324,0,0,2,135,3452,1710,5072,58,612,107,2
474738,545,382,2,135,0,0,612,2,1039,107,38
112335,920,498,2,135,545,382,1039,38,1133,107,30
205173,921,582,2,135,920,498,1133,30,1134,107,38
664587,922,268,2,135,921,582,1134,38,1135,107,9
289798,475,254,2,135,922,268,1135,9,1136,107,21
359172,111,90,2,135,475,254,1136,21,117,107,15
818586,923,101,2,135,111,90,117,15,1137,107,58
1278000,147,120,2,135,923,101,1137,58,1138,107,33
1737414,0,0,2,135,147,120,1138,33,0,107,0
2196828,924,583,2,135,0,0,0,0,1139,107,13
66250,925,584,0,136,3452,1710,5072,58,1140,108,16
161385,926,585,0,136,925,584,1140,16,1141,108,30
250510,744,490,0,136,926,585,1141,30,1142,108,38
327728,163,72,0,136,744,490,1142,38,1143,108,20
386134,432,315,0,136,163,72,1143,20,599,108,30
845548,163,72,0,136,432,315,599,30,1144,108,58
423175,163,72,0,136,163,72,1144,58,1145,108,12
442865,0,0,0,136,163,72,1145,12,0,108,0
902279,809,72,0,136,0,0,0,0,979,108,24
8258,927,586,2,137,3452,1710,5072,58,1146,109,0
105527,25,19,2,137,927,586,1146,0,1147,109,7
564941,0,0,2,137,25,19,1147,7,0,109,0
198872,928,13,2,137,0,0,0,0,1148,109,1
658286,929,259,2,137,928,13,1148,1,1149,109,30
1117700,930,90,2,137,929,259,1149,30,1150,109,11
1577114,931,246,2,137,930,90,1150,11,1151,109,38
2036528,475,254,2,137,931,246,1151,38,1136,109,21
2824,932,29,1,138,3452,1710,5072,58,1152,110,11
462238,63,53,1,138,932,29,1152,11,1153,110,30
921652,793,170,1,138,63,53,1153,30,1154,110,38
100276,933,133,1,138,793,170,1154,38,1155,110,7
559690,425,37,1,138,933,133,1155,7,1156,110,11
1019104,934,232,1,138,425,37,1156,11,1157,110,58
1478518,374,275,1,138,934,232,1157,58,1158,110,22
194052,935,59,1,138,374,275,1158,22,1159,110,11
280515,0,0,1,138,935,59,1159,11,0,110,0
352559,594,43,1,138,0,0,0,0,1160,110,9
403519,936,5,1,138,594,43,1160,9,1161,110,58
96150,0,0,1,139,3452,1710,5072,58,0,110,0
190177,579,398,1,139,0,0,0,0,1162,110,34
649591,935,59,1,139,579,398,1162,34,1159,110,11
1109005,63,53,1,139,935,59,1159,11,1153,110,30
277160,75,16,1,139,63,53,1153,30,1163,110,16
349993,475,254,1,139,75,16,1163,16,1164,110,21
401883,425,37,1,139,475,254,1164,21,1156,110,11
432344,937,535,1,139,425,37,1156,11,1165,110,11
77014,31,24,4,140,3452,1710,5072,58,31,111,15
536428,0,0,4,140,31,24,31,15,0,111,0
171736,537,53,4,140,0,0,0,0,1166,111,38
260088,938,320,4,140,537,53,1166,38,1167,111,58
335707,569,391,4,140,938,320,1167,58,675,111,58
391763,939,49,4,140,569,391,675,58,1168,111,17
851177,701,53,4,140,939,49,1168,17,837,111,7
1310591,346,236,4,140,701,53,837,7,390,111,21
1770005,940,587,4,140,346,236,390,21,1169,111,12
2229419,108,89,4,140,940,587,1169,12,172,111,24
2688833,86,72,4,140,108,89,172,24,769,111,15
3148247,628,423,4,140,86,72,769,15,1170,111,11
3607661,941,588,4,140,628,423,1170,11,1171,111,19
4067075,751,326,4,140,941,588,1171,19,1172,111,58
4526489,98,2,4,140,751,326,1172,58,102,111,21
34607,942,589,0,141,3452,1710,5072,58,1173,112,38
130938,484,104,0,141,942,589,1173,38,1174,112,29
590352,943,590,0,141,484,104,1174,29,1175,112,38
222306,944,394,0,141,943,590,1175,38,1176,112,35
304190,280,159,0,141,944,394,1176,35,310,112,30
369453,86,72,0,141,280,159,310,30,435,112,15
14684,86,72,0,142,3452,1710,5072,58,435,113,15
474098,331,53,0,142,86,72,435,15,944,113,30
933512,0,0,0,142,331,53,944,30,0,113,0
1392926,422,43,0,142,0,0,0,0,1177,113,30
1852340,945,591,0,142,422,43,1177,30,1178,113,7
2311754,527,373,0,142,945,591,1178,7,595,113,13
111722,946,592,0,142,527,373,595,13,1179,113,16
204611,947,593,0,142,946,592,1179,16,1180,113,14
664025,4,0,0,142,947,593,1180,14,4,113,0
1123439,73,61,0,142,4,0,4,0,1181,113,58
22593,727,478,0,143,3452,1710,5072,58,1182,114,24
119358,878,560,0,143,727,478,1182,24,1074,114,24
578772,948,594,0,143,878,560,1074,24,1183,114,58
211651,949,595,0,143,948,594,1183,58,1184,114,38
671065,950,596,0,143,949,595,1184,38,1185,114,58
1130479,399,19,0,143,950,596,1185,58,451,114,16
1589893,951,597,0,143,399,19,451,16,1186,114,16
295211,287,53,0,143,951,597,1186,16,459,114,58
754625,952,61,0,143,287,53,459,58,1187,114,58
363084,0,0,0,143,952,61,1187,58,0,114,0
822498,475,254,0,143,0,0,0,0,1188,114,21
409633,953,598,0,143,475,254,1188,21,1189,114,38
49286,954,231,1,144,3452,1710,5072,58,1190,115,58
145062,955,599,1,144,954,231,1190,58,1191,115,58
604476,666,288,1,144,955,599,1191,58,1192,115,42
1063890,956,600,1,144,666,288,1192,42,1193,115,11
235422,758,85,1,144,956,600,1193,11,908,115,5
694836,957,139,1,144,758,85,908,5,1194,115,11
315081,958,601,1,144,957,139,1194,11,1195,115,38
377120,125,100,1,144,958,601,1195,38,1196,115,58
68137,0,0,8,145,3452,1710,5072,58,612,116,2
527551,530,0,8,145,0,0,612,2,613,116,26
986965,532,0,8,145,530,0,613,26,617,116,58
1446379,529,0,8,145,532,0,617,58,1113,116,21
163198,6,0,8,145,529,0,1113,21,6,116,3
252196,533,0,8,145,6,0,6,3,615,116,2
711610,530,0,8,145,533,0,615,2,1110,116,26
1171024,531,0,8,145,530,0,1110,26,605,116,34
329144,4,0,8,145,531,0,605,34,621,116,0
788558,0,0,8,145,4,0,621,0,0,116,0
1247972,4,0,8,145,0,0,0,0,4,116,0
387139,530,0,8,145,4,0,4,0,606,116,26
423771,6,0,8,145,530,0,606,26,620,116,3
883185,6,0,8,145,6,0,620,3,638,116,3
1342599,529,0,8,145,6,0,638,3,1197,116,21
1802013,529,0,8,145,529,0,1197,21,611,116,21
2261427,530,0,8,145,529,0,611,21,610,116,26
2720841,0,0,8,145,530,0,610,26,639,116,2
3180255,530,0,8,145,0,0,639,2,1198,116,26
84167,959,385,0,146,3452,1710,5072,58,1199,117,15
543581,575,394,0,146,959,385,1199,15,1200,117,30
1002995,640,432,0,146,575,394,1200,30,766,117,7
1462409,86,72,0,146,640,432,766,7,435,117,15
1921823,960,43,0,146,86,72,435,15,1201,117,11
2381237,961,117,0,146,960,43,1201,11,1202,117,16
2840651,0,0,0,146,961,117,1202,16,0,117,0
178619,962,602,0,146,0,0,0,0,1203,117,5
638033,59,49,0,146,962,602,1203,5,1204,117,28
266466,963,486,0,146,59,49,1204,28,1205,117,42
725880,964,171,0,146,963,486,1205,42,1206,117,11
1185294,965,603,0,146,964,171,1206,11,1207,117,3
1644708,966,578,0,146,965,603,1207,3,1208,117,29
76605,967,604,0,147,3452,1710,5072,58,1209,118,38
536019,968,605,0,147,967,604,1209,38,1210,118,58
171346,969,380,0,147,968,605,1210,58,1211,118,36
630760,970,606,0,147,969,380,1211,36,1212,118,58
259732,880,560,0,147,970,606,1212,58,1075,118,16
719146,0,0,0,147,880,560,1075,16,0,118,0
335408,814,2,0,147,0,0,0,0,988,118,8
391560,4,0,0,147,814,2,988,8,4,118,0
17646,971,95,6,148,3452,1710,5072,58,1213,119,24
477060,972,607,6,148,971,95,1213,24,1214,119,38
114580,973,608,6,148,972,607,1214,38,1215,119,6
207247,974,230,6,148,973,608,1215,6,1216,119,30
291530,975,609,6,148,974,230,1216,30,1217,119,15
750944,958,601,6,148,975,609,1217,15,1218,119,38
1210358,976,610,6,148,958,601,1218,38,1219,119,38
1669772,977,611,6,148,976,610,1219,38,1220,119,24
360419,978,612,6,148,977,611,1220,24,1221,119,38
408079,0,0,6,148,978,612,1221,38,0,119,0
94741,979,613,4,149,3452,1710,5072,58,1222,120,50
188826,0,0,4,149,979,613,1222,50,0,120,0
275892,980,250,4,149,0,0,0,0,1223,120,38
735306,981,558,4,149,980,250,1223,38,1224,120,9
1194720,982,614,4,149,981,558,1224,9,1225,120,58
348926,579,398,4,149,982,614,1225,58,1226,120,34
401111,983,615,4,149,579,398,1226,34,1227,120,16
860525,472,107,4,149,983,615,1227,16,1228,120,58
1319939,984,616,4,149,472,107,1228,58,1229,120,38
1779353,554,385,4,149,984,616,1229,38,657,120,12
2238767,985,617,4,149,554,385,657,12,1230,120,58
4110,986,43,0,150,3452,1710,5072,58,1231,121,7
463524,987,492,0,150,986,43,1231,7,1232,121,19
101513,517,184,0,150,987,492,1232,19,585,121,12
560927,988,447,0,150,517,184,585,12,1233,121,9
1020341,290,53,0,150,988,447,1233,9,1234,121,7
1479755,56,46,0,150,290,53,1234,7,1235,121,12
1939169,481,55,0,150,56,46,1235,12,1236,121,11
2398583,989,8,0,150,481,55,1236,11,1237,121,35
195191,990,385,0,150,989,8,1237,35,1238,121,12
654605,991,190,0,150,990,385,1238,12,1239,121,15
1114019,613,417,0,150,991,190,1239,15,1240,121,30
1573433,425,37,0,150,613,417,1240,30,1241,121,11
281464,992,618,0,150,425,37,1241,11,1242,121,12
11439,993,211,4,151,3452,1710,5072,58,1243,122,58
108597,971,95,4,151,993,211,1243,58,1244,122,24
568011,994,211,4,151,971,95,1244,24,1245,122,58
1027425,79,65,4,151,994,211,1245,58,1246,122,24
1486839,995,146,4,151,79,65,1246,24,1247,122,9
1946253,996,96,4,151,995,146,1247,9,1248,122,24
2405667,0,0,4,151,996,96,1248,24,0,122,0
2865081,997,249,4,151,0,0,0,0,1249,122,38
3324495,998,619,4,151,997,249,1249,38,1250,122,35
201712,394,290,4,151,998,619,1250,35,1251,122,58
661126,999,620,4,151,394,290,1251,58,1252,122,16
1120540,1000,357,4,151,999,620,1252,16,1253,122,21
1579954,1001,621,4,151,1000,357,1253,21,1254,122,15
2039368,1002,620,4,151,1001,621,1254,15,1255,122,21
7123,1003,622,0,152,3452,1710,5072,58,1256,123,11
466537,930,90,0,152,1003,622,1256,11,1150,123,11
104432,1004,358,0,152,930,90,1150,11,1257,123,51
197852,1005,623,0,152,1004,358,1257,51,1258,123,58
657266,1006,624,0,152,1005,623,1258,58,1259,123,7
283704,212,9,0,152,1006,624,1259,7,235,123,0
354848,1007,625,0,152,212,9,235,0,1260,123,58
814262,126,101,0,152,1007,625,1260,58,1261,123,58
404842,1008,626,0,152,126,101,1261,58,1262,123,30
433857,1009,168,0,152,1008,626,1262,30,1263,123,24
448115,0,0,0,152,1009,168,1263,24,0,123,0
454250,1010,17,0,152,0,0,0,0,1264,123,7
913664,1011,627,0,152,1010,17,1264,7,1265,123,58
456814,909,575,0,152,1011,627,1265,58,1266,123,30
458019,1012,628,0,152,909,575,1266,30,1267,123,38
917433,1013,629,0,152,1012,628,1267,38,1268,123,35
64388,56,46,0,153,3452,1710,5072,58,1269,124,12
523802,1014,385,0,153,56,46,1269,12,1270,124,38
159595,1015,397,0,153,1014,385,1270,38,1271,124,11
619009,1016,630,0,153,1015,397,1271,11,1272,124,14
248858,1017,631,0,153,1016,630,1272,14,1273,124,58
708272,0,0,0,153,1017,631,1273,58,0,124,0
66389,1018,632,0,154,3452,1710,5072,58,1274,125,50
161517,974,230,0,154,1018,632,1274,50,1275,125,30
620931,542,380,0,154,974,230,1275,30,644,125,24
1080345,561,11,0,154,542,380,644,24,667,125,31
250635,1019,633,0,154,561,11,667,31,1276,125,58
710049,1020,366,0,154,1019,633,1276,58,1277,125,12
327834,915,580,0,154,1020,366,1277,12,1127,125,58
386211,1021,459,0,154,915,580,1127,58,1278,125,15
423220,0,0,0,154,1021,459,1278,15,0,125,0
882634,1022,99,0,154,0,0,0,0,1279,125,11
1342048,1023,634,0,154,1022,99,1279,11,1280,125,11
69444,1024,635,0,155,3452,1710,5072,58,1281,126,21
164461,40,33,0,155,1024,635,1281,21,1282,126,7
253356,1025,636,0,155,40,33,1282,7,1283,126,10
712770,460,332,0,155,1025,636,1283,10,524,126,58
330108,8,5,0,155,460,332,524,58,1284,126,58
789522,665,53,0,155,8,5,1284,58,797,126,7
387802,371,30,0,155,665,53,797,7,418,126,58
847216,721,23,0,155,371,30,418,58,924,126,28
1306630,0,0,0,155,721,23,924,28,0,126,0
424149,872,205,0,155,0,0,0,0,1285,126,58
883563,1026,198,0,155,872,205,1285,58,1286,126,5
1342977,1027,637,0,155,1026,198,1286,5,1287,126,31
443360,685,423,0,155,1027,637,1287,31,1288,126,38
8987,0,0,0,156,3452,1710,5072,58,0,127,0
468401,1028,638,0,156,0,0,0,0,1289,127,11
927815,1029,521,0,156,1028,638,1289,11,1290,127,35
106239,734,41,0,156,1029,521,1290,35,878,127,22
199534,215,141,0,156,734,41,878,22,1291,127,58
658948,573,393,0,156,215,141,1291,58,1292,127,11
1118362,323,251,0,156,573,393,1292,11,360,127,16
1577776,216,91,0,156,323,251,360,16,1293,127,21
285102,1030,639,0,156,216,91,1293,21,1294,127,38
744516,1015,397,0,156,1030,639,1294,38,1271,127,11
1203930,1031,11,0,156,1015,397,1271,11,1295,127,31
355823,857,114,0,156,1031,11,1295,31,1041,127,38
20097,346,236,2,157,3452,1710,5072,58,390,128,21
479511,297,117,2,157,346,236,390,21,1296,128,11
116939,565,388,2,157,297,117,1296,11,671,128,32
209418,0,0,2,157,565,388,671,32,0,128,0
80611,0,0,8,158,3452,1710,5072,58,0,129,0
540025,0,0,8,158,0,0,0,0,612,129,2
999439,0,0,8,158,0,0,612,2,616,129,21
1458853,530,0,8,158,0,0,616,21,1110,129,26
1918267,6,0,8,158,530,0,1110,26,6,129,3
2377681,0,0,8,158,6,0,6,3,500,129,3
175190,529,0,8,158,0,0,500,3,1113,129,21
634604,533,0,8,158,529,0,1113,21,615,129,2
1094018,529,0,8,158,533,0,615,2,619,129,21
1553432,4,0,8,158,529,0,619,21,621,129,0
2012846,539,0,8,158,4,0,621,0,634,129,2
2472260,530,0,8,158,539,0,634,2,640,129,26
2931674,532,0,8,158,530,0,640,26,1297,129,58
3391088,0,0,8,158,532,0,1297,58,639,129,2
3850502,531,0,8,158,0,0,639,2,605,129,34
4309916,0,0,8,158,531,0,605,34,635,129,26
4769330,0,0,8,158,0,0,635,26,1298,129,21
5228744,4,0,8,158,0,0,1298,21,4,129,0
263291,530,0,8,158,4,0,4,0,610,129,26
722705,6,0,8,158,530,0,610,26,620,129,3
338425,529,0,8,158,6,0,620,3,1197,129,21
797839,530,0,8,158,529,0,1197,21,1299,129,26
15594,1032,284,0,159,3452,1710,5072,58,1300,130,24
112589,1033,640,0,159,1032,284,1300,24,1301,130,58
572003,633,311,0,159,1033,640,1301,58,1302,130,11
205414,1034,641,0,159,633,311,1302,11,1303,130,38
664828,0,0,0,159,1034,641,1303,38,0,130,0
1124242,1035,642,0,159,0,0,0,0,1304,130,24
1583656,1036,643,0,159,1035,642,1304,24,1305,130,58
290004,997,249,0,159,1036,643,1305,58,1306,130,38
359313,668,447,0,159,997,249,1306,38,1307,130,15
407443,790,512,0,159,668,447,1307,15,954,130,38
435129,1037,358,0,159,790,512,954,38,1308,130,22
894543,1036,643,0,159,1037,358,1308,22,1309,130,58
448664,1038,644,0,159,1036,643,1309,58,1310,130,24
454479,207,169,0,159,1038,644,1310,24,228,130,15
64544,151,85,7,160,3452,1710,5072,58,163,131,3
159748,1039,17,7,160,151,85,163,3,1311,131,7
619162,1040,645,7,160,1039,17,1311,7,1312,131,2
1078576,1041,646,7,160,1040,645,1312,2,1313,131,58
1537990,0,0,7,160,1041,646,1313,58,0,131,0
1997404,1042,113,7,160,0,0,0,0,1314,131,13
2456818,1043,647,7,160,1042,113,1314,13,1315,131,58
2916232,1044,648,7,160,1043,647,1315,58,1316,131,58
3375646,332,254,7,160,1044,648,1316,58,1317,131,0
3835060,1045,301,7,160,332,254,1317,0,1318,131,3
4294474,886,562,7,160,1045,301,1318,3,1082,131,30
4753888,527,373,7,160,886,562,1082,30,595,131,13
249003,1046,239,7,160,527,373,595,13,1319,131,2
326462,1047,649,7,160,1046,239,1319,2,1320,131,3
58324,852,512,0,161,3452,1710,5072,58,1034,132,38
517738,1048,72,0,161,852,512,1034,38,1321,132,38
977152,568,390,0,161,1048,72,1321,38,674,132,21
153756,0,0,0,161,568,390,674,21,0,132,0
613170,1049,30,0,161,0,0,0,0,1322,132,34
243474,1050,64,0,161,1049,30,1322,34,1323,132,14
